ID;GENRE_IDS;RELEASE_DATE;VOTE_COUNT;VOTE_AVERAGE;TITLE
1013860;[14, 28, 35];2022-11-15;599;6.3;R.I.P.D. 2: Rise of the Damned
916224;[16, 18, 12, 14];2022-11-11;1389;7.946;Suzume
804095;[18];2022-11-11;2391;7.606;The Fabelmans
948276;[28, 80, 53];2022-11-10;372;6.5;Lost Bullet 2
833097;[10749, 35, 10751];2022-11-10;810;6.232;Falling for Christmas
806368;[18];2022-11-10;470;6.7;The Son
632856;[35];2022-11-10;644;6.9;Spirited
555604;[16, 14, 18];2022-11-09;2979;8.07;Guillermo del Toro's Pinocchio
505642;[28, 12, 878];2022-11-09;6661;7.1;Black Panther: Wakanda Forever
1022256;[99, 10402];2022-11-04;449;8.774;Selena Gomez: My Mind & Me
760099;[18];2022-11-04;423;7.0;Living
823766;[18, 9648];2022-11-02;835;6.6;The Wonder
901563;[18];2022-11-01;813;7.8;Close
892515;[35, 80, 18, 10749];2022-11-01;427;6.8;Masquerade
979924;[53, 18];2022-10-31;504;6.1;On the Line
615952;[18];2022-10-28;428;6.5;Armageddon Time
595586;[18];2022-10-28;459;6.517;Causeway
676547;[27, 53];2022-10-23;928;6.9;Prey for the Devil
965150;[18];2022-10-21;1479;7.7;Aftersun
843847;[35, 18];2022-10-20;361;7.4;Jerry & Marge Go Large
744114;[18, 10749];2022-10-20;696;7.653;My Policeman
674324;[18, 35];2022-10-20;2837;7.453;The Banshees of Inisherin
779782;[14, 35, 12, 18];2022-10-19;1263;7.045;The School for Good and Evil
541134;[18, 80, 9648];2022-10-19;1258;6.886;The Good Nurse
436270;[28, 12, 878];2022-10-19;6422;6.9;Black Adam
1040330;[99];2022-10-15;411;7.0;Black Adam: Saviour or Destroyer?
864959;[12, 35, 27, 10751];2022-10-14;463;6.53;The Curse of Bridge Hollow
740937;[18, 36];2022-10-12;350;7.904;Simone: Woman of the Century
616820;[27, 53];2022-10-12;1806;6.1;Halloween Ends
1024530;[27];2022-10-10;381;5.1;Grimcutty
848058;[27, 53, 18];2022-10-07;610;6.6;Piggy
830784;[35, 10751, 10402];2022-10-07;585;7.0;Lyle, Lyle, Crocodile
49046;[10752, 36, 18];2022-10-07;4026;7.723;All Quiet on the Western Front
890980;[18, 9648, 53];2022-10-06;689;7.331;God's Crooked Lines
851644;[10749, 18];2022-10-06;712;8.2;20th Century Girl
663712;[27, 53];2022-10-06;2175;6.7;Terrifier 2
823951;[80, 18, 53];2022-10-05;751;7.08;November
723419;[18, 27, 9648];2022-10-05;843;6.4;Mr. Harrigan's Phone
799546;[18, 53, 9648];2022-09-30;843;6.5;Luckiest Girl Alive
614939;[35, 10749];2022-09-30;509;6.7;Bros
714888;[18, 36, 80];2022-09-29;640;7.874;Argentina 1985
1027014;[16, 10749, 10402];2022-09-28;380;7.7;Entergalactic
338947;[27, 9648];2022-09-28;851;6.2;Hellraiser
664469;[9648, 35, 18];2022-09-27;1551;6.061;Amsterdam
642885;[14, 35, 10751];2022-09-27;1692;7.2;Hocus Pocus 2
894205;[28, 14, 27];2022-09-25;1314;7.0;Werewolf by Night
882598;[27, 9648];2022-09-23;3447;6.666;Smile
817758;[10402, 18];2022-09-23;1290;7.09;TÁR
597922;[18, 35, 10752];2022-09-23;760;7.6;The Greatest Beer Run Ever
429473;[28, 53];2022-09-23;670;6.5;Lou
846433;[28, 80, 18];2022-09-22;396;7.015;The Enforcer
799379;[28, 53, 27, 80];2022-09-21;371;6.4;Project Wolf Hunting
619730;[9648, 53];2022-09-21;2558;6.8;Don't Worry Darling
497828;[35, 18];2022-09-18;2288;7.069;Triangle of Sadness
949423;[27];2022-09-16;2078;7.2;Pearl
814800;[27, 53, 9648];2022-09-16;471;6.3;Goodnight Mommy
724495;[28, 18, 36];2022-09-16;2120;7.7;The Woman King
301502;[18];2022-09-16;1378;5.969;Blonde
717728;[27, 53, 9648];2022-09-15;998;5.412;Jeepers Creepers: Reborn
762968;[35, 53, 10749];2022-09-14;881;6.401;Do Revenge
852046;[28, 12, 53, 18];2022-09-09;741;6.6;Athena
840326;[28, 10752, 12];2022-09-09;2237;7.424;Sisu
766475;[9648, 35, 80];2022-09-09;1121;6.366;See How They Run
928344;[10402, 35, 80];2022-09-08;449;6.704;Weird: The Al Yankovic Story
913290;[27, 9648];2022-09-08;2581;6.82;Barbarian
828613;[10749, 35];2022-09-08;441;7.5;About Fate
800939;[18, 35, 10749];2022-09-08;1251;6.461;Ticket to Paradise
551271;[28, 18, 36];2022-09-08;483;7.0;Medieval
1015606;[99];2022-09-07;987;6.8;Obi-Wan Kenobi: A Jedi's Return
532639;[14, 12, 10751];2022-09-07;1607;6.3;Pinocchio
934756;[10749, 35];2022-09-01;359;6.0;Love in the Villa
862551;[35];2022-08-26;915;5.9;Me Time
629176;[878, 80, 28];2022-08-25;2018;6.7;Samaritan
830788;[27, 53];2022-08-24;842;6.1;The Invitation
744276;[10749, 18];2022-08-24;1250;6.826;After Ever Happy
556694;[18, 14, 10749];2022-08-24;1386;6.897;Three Thousand Years of Longing
852448;[80, 53];2022-08-19;708;6.268;I Came By
829560;[10749, 18];2022-08-18;1165;6.394;The Next 365 Days
976720;[878, 18, 12, 14];2022-08-17;593;6.363;Vesper
805327;[10749, 18, 35];2022-08-16;661;6.9;Look Both Ways
862965;[80, 18, 53];2022-08-12;854;6.681;Emily the Criminal
791155;[28, 12, 35, 878, 10751];2022-08-12;366;6.5;Secret Headquarters
755566;[28, 14, 27, 35, 53];2022-08-12;1988;6.8;Day Shift
985939;[53];2022-08-11;4011;7.1;Fall
760741;[53, 28, 27, 12];2022-08-11;1571;6.6;Beast
900667;[16, 12, 28, 14, 10402];2022-08-06;1037;7.2;One Piece Film Red
800345;[28, 53, 80];2022-08-05;378;5.992;Carter
585511;[16, 12, 35, 14];2022-08-05;1752;7.8;Luck
520023;[27, 35, 9648, 53];2022-08-05;1221;6.2;Bodies Bodies Bodies
518896;[18, 28, 878];2022-08-05;421;7.0;Warriors of Future
718930;[28, 35, 53];2022-08-03;6418;7.4;Bullet Train
626872;[28, 18, 53];2022-08-03;366;7.5;Emergency Declaration
766507;[53, 28, 878];2022-08-02;6847;7.703;Prey
838330;[35, 18];2022-07-29;460;6.318;Not Okay
762975;[10749, 18];2022-07-29;2604;8.1;Purple Hearts
683340;[35, 9648, 53];2022-07-29;385;6.6;Vengeance
760161;[27, 53];2022-07-27;2138;6.6;Orphan: First Kill
539681;[16, 28, 10751, 35, 878];2022-07-27;1585;7.209;DC League of Super-Pets
929170;[35];2022-07-23;383;7.5;Honor Society
848685;[53, 18];2022-07-20;748;7.5;The Beasts
762504;[27, 9648, 878];2022-07-20;4230;6.848;Nope
601796;[878, 28, 14, 12];2022-07-20;454;6.819;Alienoid
698948;[18, 53];2022-07-18;1288;7.887;Thirteen Lives
754609;[18, 35, 36];2022-07-15;438;7.285;Mrs. Harris Goes to Paris
682507;[18, 9648, 10749];2022-07-14;1869;7.562;Where the Crawdads Sing
938008;[28, 80, 53];2022-07-13;376;7.7;The Killer
925102;[80, 9648, 18];2022-07-13;646;6.948;The Night of the 12th
889699;[80, 18, 53];2022-07-13;418;7.3;Holy Spider
725201;[28, 53];2022-07-13;3734;7.0;The Gray Man
809107;[14, 35, 10751, 10770];2022-07-09;395;7.4;Z-O-M-B-I-E-S 3
616037;[14, 28, 35];2022-07-06;7747;6.423;Thor: Love and Thunder
820912;[10749, 18, 35];2022-07-01;590;6.0;Persuasion
705996;[53, 9648, 10749];2022-06-29;1241;7.3;Decision to Leave
438148;[16, 35, 10751, 12];2022-06-29;3669;7.3;Minions: The Rise of Gru
869626;[16, 35, 18, 10751];2022-06-24;581;7.7;Marcel the Shell with Shoes On
560057;[16, 12, 28, 10751, 14];2022-06-24;1494;7.348;The Sea Beast
614934;[18, 10402, 36];2022-06-22;3479;7.5;Elvis
756999;[27, 53];2022-06-17;5019;7.583;The Black Phone
615469;[878, 53];2022-06-17;1556;5.793;Spiderhead
759175;[28, 14];2022-06-16;796;6.796;The Princess
758330;[10749, 18];2022-06-16;536;7.0;Good Luck to You, Leo Grande
735697;[35, 18, 14, 9648];2022-06-15;380;6.037;Incredible But True
718789;[16, 878, 10751, 12];2022-06-15;3480;6.9;Lightyear
610150;[16, 878, 28];2022-06-11;2859;7.898;Dragon Ball Super: Super Hero
736732;[18, 35, 80];2022-06-08;469;7.162;Broker
807356;[27, 9648, 53];2022-06-03;976;6.483;Watcher
705861;[18, 35];2022-06-03;2561;7.7;Hustle
507086;[12, 28, 878];2022-06-01;6232;6.7;Jurassic World Dominion
831946;[28, 53, 12];2022-05-26;748;6.1;Interceptor
819876;[878, 27];2022-05-25;1109;6.052;Crimes of the Future
361743;[28, 18];2022-05-21;9558;8.188;Top Gun: Maverick
820067;[16, 35, 10749];2022-05-20;401;8.3;The Quintessential Quintuplets Movie
780609;[27, 53, 14];2022-05-20;1135;6.1;Men
420821;[16, 10751, 35, 12, 9648];2022-05-20;1236;6.997;Chip 'n Dale: Rescue Rangers
934761;[35, 10749];2022-05-19;550;6.9;A Perfect Pairing
852438;[27, 35];2022-05-18;412;6.802;Final Cut
961484;[28, 53];2022-05-12;969;6.438;Last Seen Alive
916405;[18];2022-05-12;431;7.495;The Quiet Girl
532710;[27, 878];2022-05-12;710;5.6;Firestarter
810171;[35, 10749];2022-05-11;568;7.511;The Valet
800937;[35];2022-05-11;843;5.932;Senior Year
785985;[35, 28];2022-05-06;478;6.0;The Takedown
453395;[14, 28, 12];2022-05-04;9349;7.3;Doctor Strange in the Multiverse of Madness
966220;[10752, 28, 18];2022-05-03;778;7.652;Sniper: The White Raven
860159;[35, 10749];2022-04-29;430;7.434;Crush
818397;[28, 53, 80];2022-04-28;1521;6.8;Memory
820446;[18, 10749, 36, 9648];2022-04-27;498;7.194;Downton Abbey: A New Era
829557;[10749, 18];2022-04-26;1643;5.909;365 Days: This Day
648579;[28, 35, 80];2022-04-20;2070;6.8;The Unbearable Weight of Massive Talent
838484;[27, 53, 878];2022-04-15;798;5.278;Choose or Die
809140;[18];2022-04-13;630;7.1;Father Stu
739993;[35, 18, 10402];2022-04-08;661;6.9;Metal Lords
294793;[53, 28];2022-04-08;548;6.0;All the Old Knives
950445;[99];2022-04-07;650;6.5;Return to Space
639933;[28, 12, 14];2022-04-07;4421;7.0;The Northman
338953;[14, 12];2022-04-06;4592;6.646;Fantastic Beasts: The Secrets of Dumbledore
661231;[10752, 36, 18];2022-04-01;704;6.5;Operation Mincemeat
771077;[35, 18];2022-03-30;417;7.404;Rise
675353;[28, 12, 10751, 35];2022-03-30;5326;7.5;Sonic the Hedgehog 2
526896;[28, 878, 14];2022-03-30;4373;6.0;Morbius
765119;[35];2022-03-25;462;4.605;The Bubble
758724;[27, 9648];2022-03-25;462;6.5;The Cellar
752623;[28, 12, 35];2022-03-24;3641;6.5;The Lost City
629015;[53, 27, 18];2022-03-24;364;6.8;Shut In
579974;[28, 12, 18];2022-03-24;1344;7.739;RRR
545611;[28, 12, 878];2022-03-24;6778;7.8;Everything Everywhere All at Once
864370;[27];2022-03-18;684;6.8;Incantation
760868;[28, 53];2022-03-18;834;6.26;Black Crab
619979;[18, 9648, 53];2022-03-18;1424;5.829;Deep Water
833339;[27, 53, 18];2022-03-17;885;6.618;Speak No Evil
760104;[27, 9648, 53];2022-03-17;3397;6.748;X
654895;[35, 10749];2022-03-17;360;6.79;Run to You
629542;[10751, 16, 12, 35, 80];2022-03-17;2106;7.5;The Bad Guys
763285;[53, 28, 80, 18];2022-03-16;2176;6.6;Ambulance
850018;[53, 80, 18];2022-03-11;419;5.4;Windfall
836225;[27, 80, 18, 14];2022-03-11;1084;7.1;The Exorcism of God
696806;[12, 878];2022-03-11;4424;7.029;The Adam Project
628900;[28, 53];2022-03-10;918;6.355;The Contractor
508947;[16, 10751, 35, 14];2022-03-10;5322;7.4;Turning Red
884971;[53, 18];2022-03-09;363;6.836;Goliath
585378;[878, 18];2022-03-04;422;6.399;After Yang
517302;[27, 14, 18];2022-03-04;430;6.258;Hatching
840882;[53, 9648];2022-03-03;706;6.032;The Weekend Away
787752;[27, 53];2022-03-03;1629;6.986;Fresh
833326;[18, 35];2022-03-02;410;6.37;Zero Fucks Given
414906;[80, 9648, 53];2022-03-01;10633;7.657;The Batman
928381;[28, 53, 80];2022-02-25;380;6.1;Restless
799876;[80, 18, 53, 9648];2022-02-25;1142;7.1;The Outfit
833425;[53, 9648];2022-02-24;1167;6.9;No Exit
801071;[27];2022-02-24;358;6.3;The Jack in the Box: Awakening
924482;[53, 12];2022-02-18;358;6.6;The Ledge
632727;[27, 80, 53];2022-02-18;1474;5.194;Texas Chainsaw Massacre
626735;[18, 35];2022-02-17;1586;7.3;Dog
912598;[16, 12, 878, 14];2022-02-14;422;7.336;Bubble
818750;[10749, 878, 18];2022-02-11;735;7.359;The In Between
772272;[35, 10749, 18];2022-02-11;372;5.755;Tall Girl 2
665828;[878, 35];2022-02-11;413;5.3;Bigbug
836009;[18, 12, 36];2022-02-10;545;6.756;Against the Ice
823625;[28, 53, 12];2022-02-10;1140;6.2;Blacklight
800510;[53, 9648, 80];2022-02-10;886;6.219;Kimi
335787;[28, 12];2022-02-10;6091;6.923;Uncharted
615904;[10749, 35, 10402];2022-02-09;1019;6.65;Marry Me
505026;[9648, 80, 53];2022-02-09;3753;6.424;Death on the Nile
818647;[10749, 18, 35];2022-02-04;3185;7.376;Through My Window
406759;[878, 12, 28];2022-02-03;3186;6.302;Moonfall
923632;[99, 80];2022-02-02;988;6.984;The Tinder Swindler
746333;[35, 28, 10751];2022-02-02;499;6.4;Superwho?
656663;[35, 99];2022-02-01;795;6.809;Jackass Forever
585083;[16, 35, 10751, 12, 14];2022-01-31;2814;7.1;Hotel Transylvania: Transformania
817648;[10751, 35, 18];2022-01-28;743;6.676;Home Team
774825;[16, 35, 10751, 12];2022-01-28;1711;6.6;The Ice Age Adventures of Buck Wild
689700;[80, 28, 18];2022-01-28;378;6.267;Clean
661791;[18, 27];2022-01-28;450;5.857;La Abuela (The Grandmother)
892153;[16, 35, 10751, 37];2022-01-24;442;6.9;Tom and Jerry Cowboy Up!
698508;[10749, 18, 37];2022-01-21;584;7.849;Redeeming Love
245842;[14, 12, 10751];2022-01-21;681;7.0;The King's Daughter
790142;[10749, 35];2022-01-20;769;6.655;The Royal Treatment
926899;[16, 18, 35, 27, 14];2022-01-14;1038;7.0;The House
916740;[53, 9648, 18];2022-01-13;370;4.795;Brazen
760926;[28, 12, 53];2022-01-13;592;6.2;Gold
646385;[27, 9648];2022-01-12;3379;6.665;Scream
575322;[878, 27];2022-01-06;457;5.8;Project Gemini
522016;[28, 12, 53];2022-01-05;1027;6.0;The 355
899082;[99];2022-01-01;3360;7.312;Harry Potter 20th Anniversary: Return to Hogwarts
760336;[18, 36];2021-12-31;576;6.9;Munich – The Edge of War
890541;[35, 9648, 80];2021-12-25;358;5.5;7 Women and a Murder
673309;[18, 10751];2021-12-25;361;7.1;American Underdog
810693;[16, 28, 14];2021-12-24;1448;8.143;Jujutsu Kaisen 0
476669;[28, 12, 53];2021-12-22;4611;6.8;The King's Man
714869;[10749, 35];2021-12-21;382;6.3;Serial (Bad) Weddings 3
765245;[18, 878];2021-12-17;518;7.2;Swan Song
739413;[878, 53];2021-12-17;763;5.8;Mother/Android
727293;[18];2021-12-17;548;6.6;The Tender Bar
874300;[16, 35, 10770];2021-12-16;417;7.372;South Park: Post COVID: The Return of COVID
624860;[878, 28, 12];2021-12-16;5849;6.389;The Matrix Resurrections
593395;[80, 28, 9648, 53];2021-12-16;586;6.025;Diabolik
754067;[12, 10751, 18];2021-12-15;497;7.1;Vicky and Her Mystery
634649;[28, 12, 878];2021-12-15;20490;7.949;Spider-Man: No Way Home
554230;[18];2021-12-15;985;6.498;The Lost Daughter
899405;[18, 10749];2021-12-10;361;7.6;Anonymously Yours
763329;[18, 35];2021-12-10;502;6.774;Red Rocket
517088;[18, 36];2021-12-10;638;6.52;Being the Ricardos
603661;[18, 35, 10749];2021-12-09;1067;7.329;The Hating Game
646380;[35, 878, 18];2021-12-08;8408;7.076;Don't Look Up
511809;[18, 10749, 80];2021-12-08;1581;7.0;West Side Story
591538;[18, 10752];2021-12-05;766;6.917;The Tragedy of Macbeth
770254;[10751, 16, 12, 35];2021-12-03;730;7.709;Back to the Outback
728526;[878, 9648, 53, 18];2021-12-03;430;6.3;Encounter
664574;[35, 878, 27];2021-12-03;504;5.964;Silent Night
810873;[10749, 35];2021-12-02;394;6.434;Single All the Way
774741;[16, 35, 10751];2021-12-02;353;6.2;Diary of a Wimpy Kid
597208;[80, 18, 53];2021-12-02;2970;6.981;Nightmare Alley
762079;[27, 53, 18];2021-12-01;362;6.649;The Advent Calendar
438695;[16, 10751, 10402, 35];2021-12-01;4444;7.854;Sing 2
920081;[28, 27, 878];2021-11-26;463;6.3;Megaboa
718032;[18, 35, 10749];2021-11-26;2284;6.971;Licorice Pizza
831827;[16, 10751];2021-11-24;375;8.1;Far from the Tree
802217;[10751, 35, 14];2021-11-24;426;6.4;8-Bit Christmas
722778;[18];2021-11-24;1660;7.548;The Hand of God
645886;[18, 80];2021-11-24;1839;7.4;The Unforgivable
644495;[36, 18, 80];2021-11-24;3147;6.594;House of Gucci
615666;[10751, 12, 14];2021-11-24;748;7.336;A Boy Called Christmas
460458;[28, 27, 878];2021-11-24;2475;6.0;Resident Evil: Welcome to Raccoon City
632617;[18];2021-11-19;682;7.2;C'mon C'mon
785533;[10749, 35];2021-11-18;427;6.808;The Princess Switch 3: Romancing the Star
614917;[18, 36];2021-11-18;2536;7.644;King Richard
425909;[14, 35, 12, 878];2021-11-18;4702;7.36;Ghostbusters: Afterlife
877183;[16, 35, 14];2021-11-12;415;6.514;The Simpsons in Plusaversary
777270;[18, 36];2021-11-12;1508;7.077;Belfast
763164;[28, 53, 878];2021-11-12;574;5.2;Apex
876716;[16, 35, 10751, 14];2021-11-11;666;7.403;Ciao Alberto
654974;[10751, 35, 80];2021-11-11;636;4.9;Home Sweet Home Alone
537116;[18, 10402];2021-11-11;2086;7.6;tick, tick... BOOM!
585245;[10751, 12, 35, 14, 16];2021-11-10;1734;7.182;Clifford the Big Red Dog
811592;[28, 53];2021-11-05;866;6.7;One Shot
763788;[28, 53];2021-11-05;468;6.0;Dangerous
734265;[35, 10749];2021-11-05;1505;6.943;Love Hard
793998;[18];2021-11-04;426;7.2;Happening
716612;[18, 36];2021-11-04;1661;6.78;Spencer
522402;[878, 18, 12];2021-11-04;3586;7.9;Finch
512195;[28, 35, 80];2021-11-04;5888;6.8;Red Notice
524434;[878, 28, 12];2021-11-03;8395;6.837;Eternals
796499;[28, 80, 35];2021-10-29;2071;6.8;Army of Thieves
609972;[27, 9648];2021-10-29;679;6.118;Paranormal Activity: Next of Kin
588182;[18];2021-10-29;386;7.018;Compartment No. 6
650031;[10752, 18, 36];2021-10-28;494;7.829;The Shadow in My Eye
571468;[12, 14, 18];2021-10-28;902;7.287;Freaks Out
516329;[18, 27, 9648];2021-10-28;1111;6.2;Antlers
864873;[53, 18, 27];2021-10-27;619;6.036;Hypnotic
600583;[18, 37];2021-10-25;2699;6.774;The Power of the Dog
618162;[37];2021-10-22;1068;6.6;The Harder They Fall
617762;[18, 36, 35, 10749];2021-10-21;453;6.9;The Electrical Life of Louis Wain
576845;[27, 9648, 53];2021-10-21;3471;7.3;Last Night in Soho
542178;[18, 35];2021-10-21;2636;7.0;The French Dispatch
785516;[35];2021-10-20;405;5.9;Stuck Together
669671;[27, 53, 28];2021-10-20;779;6.4;Night Teeth
660000;[18, 10749, 36];2021-10-20;496;7.408;Lost Illusions
747688;[18];2021-10-18;403;6.295;Yara
820722;[35, 18];2021-10-15;416;6.952;The Good Boss
610253;[27, 53];2021-10-14;2707;6.442;Halloween Kills
482321;[16, 878, 10751, 35];2021-10-14;1876;7.9;Ron's Gone Wrong
780382;[10751, 12, 18];2021-10-13;445;7.5;The Wolf and the Lion
660120;[18, 10749, 35];2021-10-13;1428;7.473;The Worst Person in the World
617653;[36, 18, 28];2021-10-13;3425;7.43;The Last Duel
568124;[16, 35, 10751, 14];2021-10-13;9590;7.595;Encanto
831405;[16, 878, 14, 28];2021-10-09;781;7.4;Injustice
766798;[18];2021-10-08;943;6.828;Parallel Mothers
592695;[18];2021-10-08;590;6.2;Pleasure
747687;[18];2021-10-07;418;6.2;The Catholic School
655082;[10749, 18];2021-10-07;668;6.255;Eiffel
785663;[37, 28, 18];2021-10-01;579;7.3;Old Henry
639721;[16, 10751, 35, 14, 12];2021-10-01;1310;7.0;The Addams Family 2
580489;[878, 28, 12];2021-09-30;10479;6.8;Venom: Let There Be Carnage
740925;[27, 9648, 53];2021-09-29;647;5.86;No One Gets Out Alive
370172;[28, 53, 12];2021-09-29;6390;7.4;No Time to Die
753453;[27, 53];2021-09-26;475;6.131;V/H/S/94
567748;[18, 53];2021-09-24;2724;6.4;The Guilty
512025;[27, 9648];2021-09-24;679;5.4;There's Someone Inside Your House
750253;[53, 80, 18];2021-09-23;465;6.2;My Son
785752;[18, 9648, 53];2021-09-22;678;5.96;Intrusion
712454;[16, 12, 9648];2021-09-22;350;7.8;The Summit of the Gods
524369;[80, 18];2021-09-22;675;6.3;The Many Saints of Newark
846867;[16, 14, 27, 878, 10752];2021-09-17;424;6.9;Mad God
601470;[18, 36];2021-09-17;611;6.5;The Eyes of Tammy Faye
749274;[18, 37];2021-09-16;1030;5.9;Cry Macho
855823;[99];2021-09-15;393;7.296;Schumacher
739990;[14, 10751, 27];2021-09-15;380;6.1;Nightbooks
671043;[35];2021-09-15;555;6.038;Spoiled Brats
438631;[878, 12];2021-09-15;13157;7.8;Dune
843906;[16, 35, 9648, 10751, 14, 12, 27];2021-09-14;386;7.7;Straight Outta Nowhere: Scooby-Doo! Meets Courage the Cowardly Dog
764835;[53];2021-09-12;441;6.0;The Desperate Hour
853588;[53];2021-09-10;353;4.697;Prey
730769;[35, 27];2021-09-10;440;6.465;Some Like It Rare
597891;[28, 53];2021-09-10;1539;6.648;Kate
763148;[10749, 18];2021-09-09;677;6.466;Time Is Up
738652;[53, 80, 28];2021-09-09;790;6.27;Copshop
581726;[878, 28, 12, 53];2021-09-09;1881;6.6;Infinite
663260;[9648, 53, 18];2021-09-08;1257;7.335;Black Box
668640;[35, 18];2021-09-04;380;6.689;Official Competition
660942;[27, 18, 14];2021-09-03;614;6.9;The Innocents
643532;[18, 53, 80];2021-09-03;974;6.1;The Card Counter
593910;[14, 10749, 35];2021-09-03;1407;6.37;Cinderella
588228;[28, 878, 12];2021-09-03;3571;7.5;The Tomorrow War
785457;[14, 35, 18];2021-09-02;462;6.718;Afterlife of the Party
744275;[10749, 18];2021-09-01;2616;7.043;After We Fell
619778;[27, 9648];2021-09-01;2359;6.8;Malignant
566525;[28, 12, 14];2021-09-01;9549;7.5;Shang-Chi and the Legend of the Ten Rings
523638;[28, 14, 27, 53];2021-08-31;585;5.0;Prisoners of the Ghostland
841755;[16, 28, 14];2021-08-30;441;7.594;Mortal Kombat Legends: Battle of the Realms
653349;[35];2021-08-27;784;7.1;Vacation Friends
347626;[35, 10749];2021-08-27;1386;6.532;He's All That
628914;[35, 80];2021-08-26;443;6.518;Queenpins
645710;[53];2021-08-25;972;6.577;The Voyeurs
565028;[27, 9648, 53];2021-08-25;1584;6.02;Candyman
666243;[16, 28, 14];2021-08-22;972;7.5;The Witcher: Nightmare of the Wolf
645788;[28, 12, 53];2021-08-19;1013;6.55;The Protégé
758866;[18];2021-08-18;1292;7.4;Drive My Car
637534;[53, 28, 80];2021-08-18;1298;7.406;The Stronghold
619297;[28, 53, 18];2021-08-18;1206;6.6;Sweet Girl
579047;[9648, 878];2021-08-18;1790;6.593;Reminiscence
776503;[18, 10402, 10749];2021-08-13;2286;7.94;CODA
788929;[18, 14, 27];2021-08-12;892;6.5;Lamb
592863;[18, 10402, 36];2021-08-12;425;6.8;Respect
573164;[16, 35, 12, 10751];2021-08-12;410;7.9;An Egg Rescue
482373;[53, 27];2021-08-12;2597;7.0;Don't Breathe 2
727745;[10749, 35];2021-08-11;1915;6.89;The Kissing Booth 3
595743;[18, 28, 53];2021-08-11;543;5.814;SAS: Red Notice
550988;[35, 12, 878];2021-08-11;8923;7.5;Free Guy
675445;[16, 10751, 12, 35];2021-08-09;1220;7.4;PAW Patrol: The Movie
768744;[16, 28, 12, 878];2021-08-06;563;7.6;My Hero Academia: World Heroes' Mission
763149;[27, 80, 18, 53];2021-08-04;619;6.2;Aftermath
604563;[35, 12, 28];2021-08-04;789;5.648;OSS 117: From Africa with Love
597433;[80, 9648, 53];2021-08-04;663;6.2;Beckett
763152;[35, 10749];2021-07-30;432;6.7;More the Merrier
760747;[35, 27];2021-07-30;562;6.7;The Trip
729720;[28, 35];2021-07-30;620;6.4;The Last Mercenary
449406;[16, 10751, 35];2021-07-30;707;7.3;Vivo
785539;[10749, 35];2021-07-29;412;7.2;Resort to Love
616651;[18, 80, 53];2021-07-29;1262;6.6;Stillwater
559907;[12, 18, 14];2021-07-29;1938;6.6;The Green Knight
451048;[14, 12];2021-07-28;5756;7.345;Jungle Cruise
436969;[28, 35, 12];2021-07-28;8757;7.5;The Suicide Squad
736074;[16, 9648, 28, 80];2021-07-26;523;7.4;Batman: The Long Halloween, Part Two
845222;[18, 14, 53];2021-07-23;552;7.076;Kingdom: Ashin of the North
